Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
53,"T Shnitzer, A Ou, M Silva, K Soule, Y Sun…","Large language model routing with benchmark datasets",2023,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2309.15789","https://scholar.google.com/scholar?cites=15263326446176584962&as_sdt=2005&sciodt=2007&hl=en",32,"2025-03-20 13:23:25","","","","",,,,,53,26.50,9,6,2,"… routers on more benchmarks where it is more likely that dataset distance for a new task is small. In Figure 8 we present relations between dataset distance u(d′) and Pearson …","https://arxiv.org/pdf/2309.15789","https://scholar.google.com/scholar?q=related:AkUuw4g60tMJ:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
158,"Q Xie, W Han, X Zhang, Y Lai, M Peng…","Pixiu: A large language model, instruction data and evaluation benchmark for finance",2023,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2306.05443","https://scholar.google.com/scholar?cites=3121724495942575427&as_sdt=2005&sciodt=2007&hl=en",33,"2025-03-20 13:23:25","","","","",,,,,158,79.00,26,6,2,"… This paper introduces PIXIU, a comprehensive framework including the first financial LLM … propose a financial LLM called FinMA by fine-tuning LLaMA with the constructed dataset to be …","https://arxiv.org/pdf/2306.05443","https://scholar.google.com/scholar?q=related:Q-VKs-OXUisJ:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
33,"Q Xie, W Han, X Zhang, Y Lai, M Peng…","Pixiu: A comprehensive benchmark, instruction dataset and large language model for finance",2023,"Advances in …","proceedings.neurips.cc","https://proceedings.neurips.cc/paper_files/paper/2023/hash/6a386d703b50f1cf1f61ab02a15967bb-Abstract-Datasets_and_Benchmarks.html","https://scholar.google.com/scholar?cites=11975796857093830110&as_sdt=2005&sciodt=2007&hl=en",34,"2025-03-20 13:23:25","","","","",,,,,33,16.50,6,6,2,"… This paper introduces PIXIU, a comprehensive framework including the first financial LLM … propose a financial LLM called FinMA by fine-tuning LLaMA with the constructed dataset to be …","https://proceedings.neurips.cc/paper_files/paper/2023/file/6a386d703b50f1cf1f61ab02a15967bb-Paper-Datasets_and_Benchmarks.pdf","https://scholar.google.com/scholar?q=related:3jVRgcqTMqYJ:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
30,"D Chen, Y Huang, S Wu, J Tang, L Chen, Y Bai…","Gui-world: A dataset for gui-oriented multimodal llm-based agents",2024,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2406.10819","https://scholar.google.com/scholar?cites=15703243324512103640&as_sdt=2005&sciodt=2007&hl=en",35,"2025-03-20 13:23:25","","","","",,,,,30,30.00,4,7,1,"… use a Large Language Model (LLM) to refine the text content, reducing any errors made by human annotators and adjusting the sentence structure. The prompt we use for the LLM to …","https://arxiv.org/pdf/2406.10819","https://scholar.google.com/scholar?q=related:2GwRs5og7dkJ:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
13,"Y Yu, W Ping, Z Liu, B Wang, J You…","Rankrag: Unifying context ranking with retrieval-augmented generation in llms",2024,"Advances in …","proceedings.neurips.cc","https://proceedings.neurips.cc/paper_files/paper/2024/hash/db93ccb6cf392f352570dd5af0a223d3-Abstract-Conference.html","https://scholar.google.com/scholar?cites=14046685579988457849&as_sdt=2005&sciodt=2007&hl=en",36,"2025-03-20 13:23:25","","","","",,,,,13,13.00,2,6,1,"… Table 7 presents a case study on NQ dataset, where we observe that using retriever only yield noisy contexts, as there are several distractors, and some contexts (eg Passage 4/5 for …","https://proceedings.neurips.cc/paper_files/paper/2024/file/db93ccb6cf392f352570dd5af0a223d3-Paper-Conference.pdf","https://scholar.google.com/scholar?q=related:eVnQyhza78IJ:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
28,"A Myrzakhan, SM Bsharat, Z Shen","Open-llm-leaderboard: From multi-choice to open-style questions for llms evaluation, benchmark, and arena",2024,"arXiv preprint arXiv:2406.07545","arxiv.org","https://arxiv.org/abs/2406.07545","https://scholar.google.com/scholar?cites=9247013869935797955&as_sdt=2005&sciodt=2007&hl=en",37,"2025-03-20 13:23:25","","","","",,,,,28,28.00,9,3,1,"… The segmentation of the plot underscores the interdisciplinary nature of our dataset. It features a broad spectrum of categories such as literature and reading comprehension, …","https://arxiv.org/pdf/2406.07545","https://scholar.google.com/scholar?q=related:wyaiNh_-U4AJ:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
12,"E Debenedetti, J Rando, D Paleka…","Dataset and lessons learned from the 2024 satml llm capture-the-flag competition",2024,"Advances in …","proceedings.neurips.cc","https://proceedings.neurips.cc/paper_files/paper/2024/hash/411c44e6f285310822f39f76a58798c7-Abstract-Datasets_and_Benchmarks_Track.html","https://scholar.google.com/scholar?cites=15916798072170056184&as_sdt=2005&sciodt=2007&hl=en",38,"2025-03-20 13:23:25","","","","",,,,,12,12.00,3,4,1,"… the flag is a secret string in the LLM system prompt. The competition was organized in two … to protect LLM systems. To foster future research in this direction, we compiled a dataset with …","https://proceedings.neurips.cc/paper_files/paper/2024/file/411c44e6f285310822f39f76a58798c7-Paper-Datasets_and_Benchmarks_Track.pdf","https://scholar.google.com/scholar?q=related:-IlRDYTT49wJ:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
54,"Y Zhang, P Li, J Hong, J Li, Y Zhang, W Zheng…","Revisiting zeroth-order optimization for memory-efficient llm fine-tuning: A benchmark",2024,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2402.11592","https://scholar.google.com/scholar?cites=5799199012759155520&as_sdt=2005&sciodt=2007&hl=en",39,"2025-03-20 13:23:25","","","","",,,,,54,54.00,8,7,1,"… BP-based (FO-SGD) methods on one of the simplest LLM downstream task: the binary classification task with SST2 dataset. We investigate two model architectures, the medium-sized …","https://arxiv.org/pdf/2402.11592","https://scholar.google.com/scholar?q=related:QDNO0cbkelAJ:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
41,"E Kamalloo, A Jafari, X Zhang, N Thakur…","Hagrid: A human-llm collaborative dataset for generative information-seeking with attribution",2023,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2307.16883","https://scholar.google.com/scholar?cites=17138262915326083668&as_sdt=2005&sciodt=2007&hl=en",40,"2025-03-20 13:23:25","","","","",,,,,41,20.50,8,5,2,"… dataset HAGRID, representing Humanin-the-loop Attributable Generative Retrieval for Information-seeking Dataset. … In particular, we seek to establish a dataset for building open-source …","https://arxiv.org/pdf/2307.16883","https://scholar.google.com/scholar?q=related:VAJDr1FX1-0J:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
22,"S Deng, W Xu, H Sun, W Liu, T Tan, J Liu, A Li…","Mobile-bench: An evaluation benchmark for llm-based mobile agents",2024,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2407.00993","https://scholar.google.com/scholar?cites=9879217706727691006&as_sdt=2005&sciodt=2007&hl=en",41,"2025-03-20 13:23:25","","","","",,,,,22,22.00,3,8,1,"… soning and decision-making capacities of LLM mobile agents. (3) … for evaluating the capabilities of LLM-based mobile agents. … metric, named CheckPoint, to assess whether LLM-based …","https://arxiv.org/pdf/2407.00993?","https://scholar.google.com/scholar?q=related:_tJAdCkIGokJ:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
29,"Z Cai, S Ghosh, AP Adatia, M Hayat, A Dhall…","AV-Deepfake1M: A large-scale LLM-driven audio-visual deepfake dataset",2024,"Proceedings of the …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3664647.3680795","https://scholar.google.com/scholar?cites=9151819212711330203&as_sdt=2005&sciodt=2007&hl=en",42,"2025-03-20 13:23:25","","10.1145/3664647.3680795","","",,,,,29,29.00,5,6,1,"… -scale content-driven deepfake dataset generated by utilising a large language model. The … dataset that has been designed for the same task as the dataset proposed in this paper, next …","https://dl.acm.org/doi/pdf/10.1145/3664647.3680795","https://scholar.google.com/scholar?q=related:mwFB5hXLAX8J:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
149,"W Hu, Y Xu, Y Li, W Li, Z Chen, Z Tu","Bliva: A simple multimodal llm for better handling of text-rich visual questions",2024,"Proceedings of the AAAI …","ojs.aaai.org","https://ojs.aaai.org/index.php/AAAI/article/view/27999","https://scholar.google.com/scholar?cites=11115058802190880972&as_sdt=2005&sciodt=2007&hl=en",43,"2025-03-20 13:23:25","","","","",,,,,149,149.00,25,6,1,"… patch embeddings into the LLM, a technique inspired by … in a comprehensive multimodal LLM benchmark (MME), … model using a new dataset comprising YouTube thumbnails …","https://ojs.aaai.org/index.php/AAAI/article/download/27999/28014","https://scholar.google.com/scholar?q=related:zJAqKhefQJoJ:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
4,"H Lee, S Kim","Bring retrieval augmented generation to google gemini via external api: An evaluation with big-bench dataset",2024,"","researchsquare.com","https://www.researchsquare.com/article/rs-4394715/latest","https://scholar.google.com/scholar?cites=4847527775433104821&as_sdt=2005&sciodt=2007&hl=en",44,"2025-03-20 13:23:25","","","","",,,,,4,4.00,2,2,1,"The integration of Retrieval Augmented Generation (RAG) into existing large language models represents a significant shift towards more dynamic and context-aware AI systems. In this …","https://www.researchsquare.com/article/rs-4394715/latest.pdf","https://scholar.google.com/scholar?q=related:tZ2HFdTgRUMJ:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
8,"S Dai, W Liu, Y Zhou, L Pang, R Ruan, G Wang…","Cocktail: A comprehensive information retrieval benchmark with llm-generated documents integration",2024,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2405.16546","https://scholar.google.com/scholar?cites=1474845977155120903&as_sdt=2005&sciodt=2007&hl=en",45,"2025-03-20 13:23:25","","","","",,,,,8,8.00,1,7,1,"… Upon the creation of the LLM-generated corpus for each dataset, we assign the relevancy labels from the original <query, human-written doc> pairs to the new <query, …","https://arxiv.org/pdf/2405.16546","https://scholar.google.com/scholar?q=related:B6--Jpq0dxQJ:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
12,"Z Su, J Zhang, X Qu, T Zhu, Y Li, J Sun, J Li…","Conflictbank: A benchmark for evaluating the influence of knowledge conflicts in llm",2024,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2408.12076","https://scholar.google.com/scholar?cites=379967093738760922&as_sdt=2005&sciodt=2007&hl=en",46,"2025-03-20 13:23:25","","","","",,,,,12,12.00,2,8,1,"… In order to harvest a high-quality dataset, we perform the following steps to clean the generated data. We provide detailed descriptions of each validation and training step, the running …","https://arxiv.org/pdf/2408.12076","https://scholar.google.com/scholar?q=related:2uqiAA_qRQUJ:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
14,"C Park, H Kim, D Kim, S Cho, S Kim, S Lee…","Open ko-llm leaderboard: Evaluating large language models in korean with ko-h5 benchmark",2024,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2405.20574","https://scholar.google.com/scholar?cites=1094638110913907803&as_sdt=2005&sciodt=2007&hl=en",47,"2025-03-20 13:23:25","","","","",,,,,14,14.00,2,7,1,"… Further, the newly added KoCommonGen v2 dataset acts as a new axis of LLM evaluation, as supported by our correlation study. Temporal analyses of the Ko-H5 score yield insights …","https://arxiv.org/pdf/2405.20574","https://scholar.google.com/scholar?q=related:W8yg7o_vMA8J:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
1581,"Y Gao, Y Xiong, X Gao, K Jia, J Pan, Y Bi…","Retrieval-augmented generation for large language models: A survey",2023,"arXiv preprint arXiv …","simg.baai.ac.cn","https://simg.baai.ac.cn/paperfile/25a43194-c74c-4cd3-b60f-0a1f27f8b8af.pdf","https://scholar.google.com/scholar?cites=9082880950785936523&as_sdt=2005&sciodt=2007&hl=en",48,"2025-03-20 13:23:25","PDF","","","",,,,,1581,790.50,226,7,2,"… of the dataset and the soft reward derived from LLM. This somewhat improves the semantic representation through both domain knowledge injection and downstream task fine-tuning. …","https://simg.baai.ac.cn/paperfile/25a43194-c74c-4cd3-b60f-0a1f27f8b8af.pdf","https://scholar.google.com/scholar?q=related:iwzCABrgDH4J:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
5,"X Li, W Chen, Q Chu, H Li, Z Sun, R Li…","Can large language models analyze graphs like professionals? a benchmark, datasets and models",2024,"Advances in …","proceedings.neurips.cc","https://proceedings.neurips.cc/paper_files/paper/2024/hash/ff417c3993894694e88ffc4d3f53d28b-Abstract-Datasets_and_Benchmarks_Track.html","https://scholar.google.com/scholar?cites=15809926069109984052&as_sdt=2005&sciodt=2007&hl=en",49,"2025-03-20 13:23:25","","","","",,,,,5,5.00,1,7,1,"… the answers of the code dataset as prefixes. To demonstrate … dataset as RAG (retrievalaugmented generation), and improve open-source ones by instruction tuning over the code dataset…","https://proceedings.neurips.cc/paper_files/paper/2024/file/ff417c3993894694e88ffc4d3f53d28b-Paper-Datasets_and_Benchmarks_Track.pdf","https://scholar.google.com/scholar?q=related:NAt9yv4jaNsJ:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
353,"S Es, J James, LE Anke…","Ragas: Automated evaluation of retrieval augmented generation",2024,"Proceedings of the 18th …","aclanthology.org","https://aclanthology.org/2024.eacl-demo.16/","https://scholar.google.com/scholar?cites=17519873998219892733&as_sdt=2005&sciodt=2007&hl=en",50,"2025-03-20 13:23:25","","","","",,,,,353,353.00,88,4,1,"… could be used for this purpose, we created a new dataset, which we refer to as WikiEval4… To construct the dataset, we first selected 50 Wikipedia pages covering events that have …","https://aclanthology.org/2024.eacl-demo.16.pdf","https://scholar.google.com/scholar?q=related:_dd_vZMYI_MJ:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
119,"Y Lu, S Liu, Q Zhang, Z Xie","Rtllm: An open-source benchmark for design rtl generation with large language model",2024,"2024 29th Asia and South Pacific …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10473904/","https://scholar.google.com/scholar?cites=894949210871413302&as_sdt=2005&sciodt=2007&hl=en",51,"2025-03-20 13:23:25","","","","",,,,,119,119.00,30,4,1,"… The user only needs to provide their LLM as input. It evaluates whether each generated … Compared with the released dataset in recent works, our benchmark includes many more …","https://arxiv.org/pdf/2308.05345","https://scholar.google.com/scholar?q=related:NroBzpB_awwJ:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
51,"K Sawarkar, A Mangal…","Blended rag: Improving rag (retriever-augmented generation) accuracy with semantic search and hybrid query-based retrievers",2024,"2024 IEEE 7th International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10707868/","https://scholar.google.com/scholar?cites=1160912503512842827&as_sdt=2005&sciodt=2007&hl=en",52,"2025-03-20 13:23:25","","","","",,,,,51,51.00,17,3,1,"… retrieval accuracy on the NQ dataset : For the NQ dataset [6], our … within this dataset. 2) Top-10 Retrieval Accuracy on TREC-Covid … To avoid the effect of LLM size or type, we perform all …","https://arxiv.org/pdf/2404.07220","https://scholar.google.com/scholar?q=related:S0Ixa8VjHBAJ:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
24,"M Weyssow, A Kamanda, X Zhou…","Codeultrafeedback: An llm-as-a-judge dataset for aligning large language models to coding preferences",2024,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2403.09032","https://scholar.google.com/scholar?cites=16241240923930528083&as_sdt=2005&sciodt=2007&hl=en",53,"2025-03-20 13:23:25","","","","",,,,,24,24.00,6,4,1,"… dataset designed to facilitate the evaluation and improvement of … dataset for tuning LLM preferences, distinguishing our work as a unique contribution to the field of code LLM evaluation. …","https://arxiv.org/pdf/2403.09032","https://scholar.google.com/scholar?q=related:U4lqDpJ6ZOEJ:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
61,"Z Gai, L Tong, Q Ge","Achieving higher factual accuracy in llama llm with weighted distribution of retrieval-augmented generation",2024,"","files.osf.io","https://files.osf.io/v1/resources/ctw8v_v1/providers/osfstorage/664c901d2f167d17c20e7d42?action=download&direct&version=1","https://scholar.google.com/scholar?cites=4266316317150886718&as_sdt=2005&sciodt=2007&hl=en",54,"2025-03-20 13:23:25","PDF","","","",,,,,61,61.00,20,3,1,"… Dataset Preparation: The Google BIG-Bench dataset is curated to provide a comprehensive set … The dataset is preprocessed to ensure compatibility with the Llama Large model and to …","https://files.osf.io/v1/resources/ctw8v_v1/providers/osfstorage/664c901d2f167d17c20e7d42?action=download&direct&version=1","https://scholar.google.com/scholar?q=related:Pjs7JxYANTsJ:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
23,"Y Abdullin, D Molla-Aliod, B Ofoghi…","Synthetic dialogue dataset generation using llm agents",2024,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2401.17461","https://scholar.google.com/scholar?cites=9263610222834984544&as_sdt=2005&sciodt=2007&hl=en",55,"2025-03-20 13:23:25","","","","",,,,,23,23.00,6,4,1,"… as the basis for the simulated conversations between the two LLM agents in this work. … ROUGE and BERTScore, we designed a metric that employed a third LLM (GPT-4) agent to …","https://arxiv.org/pdf/2401.17461","https://scholar.google.com/scholar?q=related:YKbBvWr0joAJ:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
17,"L Zhang, K Jijo, S Setty, E Chung, F Javid…","Enhancing large language model performance to answer questions and extract information more accurately",2024,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2402.01722","https://scholar.google.com/scholar?cites=1162311915830449569&as_sdt=2005&sciodt=2007&hl=en",56,"2025-03-20 13:23:25","","","","",,,,,17,17.00,3,6,1,"… The second dataset is RAG Instruct Benchmark tester, designed by LLMWARE to measure … of retrieval augmented generation in financial and legal enterprise use cases. The dataset …","https://arxiv.org/pdf/2402.01722","https://scholar.google.com/scholar?q=related:oRVHfYdcIRAJ:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
11,"JJ Woo, AJ Yang, RJ Olsen, SS Hasan…","Custom Large Language Models Improve Accuracy: Comparing Retrieval Augmented Generation and Artificial Intelligence Agents to Noncustom Models for Evidence …",2025,"… : The Journal of …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0749806324008831","https://scholar.google.com/scholar?cites=6385684544612310196&as_sdt=2005&sciodt=2007&hl=en",57,"2025-03-20 13:23:25","","","","",,,,,11,11.00,2,5,1,"… Despite literature surrounding the use of LLM in medicine, there has been considerable and appropriate skepticism given the variably accurate response rates. This study establishes …","","https://scholar.google.com/scholar?q=related:tJxRsUKCnlgJ:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
27,"Y Hu, Y Lu","Rag and rau: A survey on retrieval-augmented language model in natural language processing",2024,"arXiv preprint arXiv:2404.19543","arxiv.org","https://arxiv.org/abs/2404.19543","https://scholar.google.com/scholar?cites=4971034713770142627&as_sdt=2005&sciodt=2007&hl=en",58,"2025-03-20 13:23:25","","","","",,,,,27,27.00,14,2,1,"… of retrieved documents by using the FEVER dataset from the KILT base aggregation, which … In Sections 6 and 7, we presented some evaluation criteria for large language model tasks …","https://arxiv.org/pdf/2404.19543?","https://scholar.google.com/scholar?q=related:o6tnCLyp_EQJ:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
17,"Y Zhang, Z Yu, Y Fu, C Wan…","Mg-verilog: Multi-grained dataset towards enhanced llm-assisted verilog generation",2024,"2024 IEEE LLM Aided …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10691738/","https://scholar.google.com/scholar?cites=12438308065836883068&as_sdt=2005&sciodt=2007&hl=en",59,"2025-03-20 13:23:25","","","","",,,,,17,17.00,3,5,1,"… LLM-assisted hardware design. Based on these criteria, we propose a Multi-Grained-Verilog (MG-Verilog) dataset, … , integration, and extension of the dataset to meet specific p roject n …","https://arxiv.org/pdf/2407.01910","https://scholar.google.com/scholar?q=related:fFwV70i_nawJ:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
28,"E Mosca, MHI Abdalla, P Basso…","Distinguishing Fact from Fiction: A Benchmark Dataset for Identifying Machine-Generated Scientific Papers in the LLM Era.",2023,"Proceedings of the …","aclanthology.org","https://aclanthology.org/2023.trustnlp-1.17/","https://scholar.google.com/scholar?cites=1628554774984843447&as_sdt=2005&sciodt=2007&hl=en",60,"2025-03-20 13:23:25","","","","",,,,,28,14.00,7,4,2,"… This work introduced a benchmark dataset for identifying machine-generated scientific papers in the LLM era. Our work creates a resource that allows researchers to evaluate the …","https://aclanthology.org/2023.trustnlp-1.17.pdf","https://scholar.google.com/scholar?q=related:t-A8fPDJmRYJ:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
17,"S Wu, Y Huang, C Gao, D Chen, Q Zhang…","Unigen: A unified framework for textual dataset generation using large language models",2024,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2406.18966","https://scholar.google.com/scholar?cites=17720305255998286243&as_sdt=2005&sciodt=2007&hl=en",61,"2025-03-20 13:23:25","","","","",,,,,17,17.00,3,6,1,"… To address these challenges, this paper puts forward UNIGEN (as shown in Figure 1), a unified and LLM-powered framework designed to generate a dataset. UNIGEN ensures the …","https://arxiv.org/pdf/2406.18966","https://scholar.google.com/scholar?q=related:o-lDf74r6_UJ:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
8,"Z Yu, M Wen, X Guo, H Jin","Maltracker: A fine-grained npm malware tracker copiloted by llm-enhanced dataset",2024,"Proceedings of the 33rd ACM SIGSOFT …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3650212.3680397","https://scholar.google.com/scholar?cites=1910749250884977525&as_sdt=2005&sciodt=2007&hl=en",62,"2025-03-20 13:23:25","","10.1145/3650212.3680397","","",,,,,8,8.00,2,4,1,"… Second, the dataset used to train the model often suffers … fine-grained features empowered by LLM-enhanced dataset. First, … the dataset using advanced large language models (LLM) to …","","https://scholar.google.com/scholar?q=related:dcPX8VFYhBoJ:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
